wl;refl
598.339033;0.12387
598.534441;0.12306
598.729849;0.12064
598.925256;0.12424
599.120664;0.12435
599.316072;0.12514
599.51148;0.12425
599.706888;0.12303
599.902296;0.11839
600.097704;0.12059
600.293112;0.1165
600.48852;0.11833
600.683928;0.11761
600.879336;0.1193
601.074744;0.12238
601.270151;0.12185
601.465559;0.12279
601.660967;0.12641
601.856375;0.12559
602.051783;0.12211
602.247191;0.12131
602.442599;0.12054
602.638007;0.12233
602.833415;0.12274
603.028823;0.12236
603.224231;0.12288
603.419638;0.12356
603.615046;0.12154
603.810454;0.1228
604.005862;0.12294
604.20127;0.12404
604.396678;0.12363
604.592086;0.12864
604.787494;0.12882
604.982902;0.1281
605.17831;0.12916
605.373718;0.12703
605.569126;0.12842
605.764533;0.1269
605.959941;0.12871
606.155349;0.12971
606.350757;0.12964
606.546165;0.12926
606.741573;0.13441
606.936981;0.1386
607.132389;0.14018
607.327797;0.14266
607.523205;0.1441
607.718613;0.14616
607.914021;0.14994
608.109428;0.14971
608.304836;0.15185
608.500244;0.15081
608.695652;0.15234
608.89106;0.15359
609.086468;0.15108
609.281876;0.15216
609.477284;0.1508
609.672692;0.1493
609.8681;0.14645
610.063508;0.1495
610.258915;0.14776
610.454323;0.14655
610.649731;0.14187
610.845139;0.1406
611.040547;0.14438
611.235955;0.14256
611.431363;0.14138
611.626771;0.13489
611.822179;0.13105
612.017587;0.13004
612.212995;0.13131
612.408403;0.12862
612.60381;0.12762
612.799218;0.12933
612.994626;0.13219
613.190034;0.12934
613.385442;0.13228
613.58085;0.1321
613.776258;0.13186
613.971666;0.12849
614.167074;0.1362
614.362482;0.13942
614.55789;0.1359
614.753298;0.13647
614.948705;0.13844
615.144113;0.14042
615.339521;0.14132
615.534929;0.13899
615.730337;0.14413
615.925745;0.1438
616.121153;0.14155
616.316561;0.1445
616.511969;0.1462
616.707377;0.14615
616.902785;0.14569
617.098192;0.14922
617.2936;0.14413
617.489008;0.14043
617.684416;0.13936
617.879824;0.1373
618.075232;0.13619
618.27064;0.1364
618.466048;0.13664
618.661456;0.1411
618.856864;0.13934
619.052272;0.13977
619.24768;0.13696
619.443087;0.13888
619.638495;0.13922
619.833903;0.13981
620.029311;0.14212
620.224719;0.14238
620.420127;0.14917
620.615535;0.14422
620.810943;0.14447
621.006351;0.14326
621.201759;0.14388
621.397167;0.14378
621.592574;0.13763
621.787982;0.14161
621.98339;0.14622
622.178798;0.1483
622.374206;0.14856
622.569614;0.15038
622.765022;0.15085
622.96043;0.14887
623.155838;0.14897
623.351246;0.14564
623.546654;0.13985
623.742062;0.14199
623.937469;0.1367
624.132877;0.12751
624.328285;0.12537
624.523693;0.12345
624.719101;0.12162
624.914509;0.11732
625.109917;0.1136
625.305325;0.11097
625.500733;0.11255
625.696141;0.11034
625.891549;0.11675
626.086957;0.11457
626.282364;0.11155
626.477772;0.10962
626.67318;0.11331
626.868588;0.11084
627.063996;0.11362
627.259404;0.11421
627.454812;0.11115
627.65022;0.1088
627.845628;0.10451
628.041036;0.10206
628.236444;0.10201
628.431851;0.10286
628.627259;0.09965
628.822667;0.10075
629.018075;0.10591
629.213483;0.098261
629.408891;0.099429
629.604299;0.091579
629.799707;0.094377
629.995115;0.092713
630.190523;0.08913
630.385931;0.089853
630.581339;0.086807
630.776746;0.088652
630.972154;0.089121
631.167562;0.090049
631.36297;0.087461
631.558378;0.085062
631.753786;0.081536
631.949194;0.089392
632.144602;0.087777
632.34001;0.087244
632.535418;0.083951
632.730826;0.084499
632.926234;0.086312
633.121641;0.083014
633.317049;0.087465
633.512457;0.092618
633.707865;0.084008
633.903273;0.085039
634.098681;0.089515
634.294089;0.092108
634.489497;0.094282
634.684905;0.092384
634.880313;0.098615
635.075721;0.096699
635.271128;0.097624
635.466536;0.099249
635.661944;0.10204
635.857352;0.097107
636.05276;0.097716
636.248168;0.094348
636.443576;0.096081
636.638984;0.10021
636.834392;0.096812
637.0298;0.089576
637.225208;0.093131
637.420616;0.092809
637.616023;0.089487
637.811431;0.082863
638.006839;0.087548
638.202247;0.08144
638.397655;0.088045
638.593063;0.086612
638.788471;0.084499
638.983879;0.088638
639.179287;0.082035
639.374695;0.08253
639.570103;0.077752
639.765511;0.079947
639.960918;0.078161
640.156326;0.081035
640.351734;0.079022
640.547142;0.086162
640.74255;0.090638
640.937958;0.082145
641.133366;0.083323
641.328774;0.079948
641.524182;0.090583
641.71959;0.079131
641.914998;0.083047
642.110405;0.084918
642.305813;0.078587
642.501221;0.088078
642.696629;0.077591
642.892037;0.078076
643.087445;0.082072
643.282853;0.081553
643.478261;0.069039
643.673669;0.066136
643.869077;0.058231
644.064485;0.074998
644.259893;0.060944
644.4553;0.068608
644.650708;0.067815
644.846116;0.063135
645.041524;0.062664
645.236932;0.063951
645.43234;0.052311
645.627748;0.057037
645.823156;0.065538
646.018564;0.064914
646.213972;0.058631
646.40938;0.058212
646.604787;0.052626
646.800195;0.060512
646.995603;0.063011
647.191011;0.062489
647.386419;0.053851
647.581827;0.054333
647.777235;0.054142
647.972643;0.06276
648.168051;0.052114
648.363459;0.05126
648.558867;0.062764
648.754275;0.05643
648.949682;0.056418
649.14509;0.060302
649.340498;0.063722
649.535906;0.059085
649.731314;0.06055
649.926722;0.073062
650.12213;0.056848
650.317538;0.078017
650.512946;0.057439
650.708354;0.057145
650.903762;0.06105
651.09917;0.068791
651.294577;0.065407
651.489985;0.058498
651.685393;0.071268
651.880801;0.063618
652.076209;0.066697
652.271617;0.05849
652.467025;0.066277
652.662433;0.067749
652.857841;0.075473
653.053249;0.078812
653.248657;0.053155
653.444064;0.05676
653.639472;0.061688
653.83488;0.071055
654.030288;0.063797
654.225696;0.08258
654.421104;0.060264
654.616512;0.068541
654.81192;0.067095
655.007328;0.052706
655.202736;0.075092
655.398144;0.069817
655.593552;0.074931
655.788959;0.050767
655.984367;0.055651
656.179775;0.068569
656.375183;0.057202
656.570591;0.054178
656.765999;0.048586
656.961407;0.065199
657.156815;0.062588
657.352223;0.069333
657.547631;0.074983
657.743039;0.075249
657.938447;0.058928
658.133854;0.067483
658.329262;0.083984
658.52467;0.059586
658.720078;0.092673
658.915486;0.061364
659.110894;0.067772
659.306302;0.073604
659.50171;0.044658
659.697118;0.055086
659.892526;0.045513
660.087934;0.054886
660.283341;0.06445
660.478749;0.061135
660.674157;0.075921
660.869565;0.073041
661.064973;0.03465
661.260381;0.04658
661.455789;0.030971
661.651197;0.059578
661.846605;0.060036
662.042013;0.062787
662.237421;0.064539
662.432829;0.095488
662.628236;0.062794
662.823644;0.04782
663.019052;0.058568
663.21446;0.063202
663.409868;0.081029
663.605276;0.071098
663.800684;0.06669
663.996092;0.079567
664.1915;0.052918
664.386908;0.061318
664.582316;0.056875
664.777723;0.090829
664.973131;0.0784
665.168539;0.065201
665.363947;0.11175
665.559355;0.085963
665.754763;0.08464
665.950171;0.065651
666.145579;0.083434
666.340987;0.060033
666.536395;0.044416
666.731803;0.065934
666.927211;0.069732
667.122618;0.10422
667.318026;0.10548
667.513434;0.075024
667.708842;0.096979
667.90425;0.089626
668.099658;0.10275
668.295066;0.071927
668.490474;0.097054
668.685882;0.10337
668.88129;0.070823
669.076698;0.056869
669.272106;0.083817
669.467513;0.075782
669.662921;0.096142
669.858329;0.10367
670.053737;0.096433
670.249145;0.094583
670.444553;0.10564
670.639961;0.10783
670.835369;0.1332
671.030777;0.1125
671.226185;0.11872
671.421593;0.11626
671.617;0.10388
671.812408;0.1161
672.007816;0.10441
672.203224;0.10413
672.398632;0.13385
672.59404;0.094588
672.789448;0.12832
672.984856;0.088776
673.180264;0.090518
673.375672;0.1142
673.57108;0.11815
673.766488;0.13946
673.961895;0.099735
674.157303;0.1103
674.352711;0.081031
674.548119;0.12941
674.743527;0.06565
674.938935;0.12764
675.134343;0.072615
675.329751;0.080362
675.525159;0.11174
675.720567;0.1166
675.915975;0.095773
676.111383;0.1314
676.30679;0.12162
676.502198;0.11805
676.697606;0.092151
676.893014;0.13377
677.088422;0.13544
677.28383;0.13099
677.479238;0.10284
677.674646;0.13562
677.870054;0.1
678.065462;0.13346
678.26087;0.11058
678.456277;0.087194
678.651685;0.087125
678.847093;0.10153
679.042501;0.071584
679.237909;0.063951
679.433317;0.10704
679.628725;0.10495
679.824133;0.038152
680.019541;0.027017
680.214949;0.06823
680.410357;0.040519
680.605765;0.14958
680.801172;0.061198
680.99658;0.0635
681.191988;0.042813
681.387396;0.063917
681.582804;0.072043
681.778212;0.050677
681.97362;0.093954
682.169028;0.14195
682.364436;0.067294
682.559844;0.060987
682.755252;0.047969
682.95066;0.14668
683.146067;0.039634
683.341475;0.021265
683.536883;0.10396
683.732291;0.032137
683.927699;0.029607
684.123107;0.027091
684.318515;0.070806
684.513923;0.035079
684.709331;0.069859
684.904739;0.096719
685.100147;0.15482
685.295554;0.084984
685.490962;0.12812
685.68637;0.055726
685.881778;0.10494
686.077186;0.13425
686.272594;0.099642
686.468002;0.058911
686.66341;0.055855
686.858818;0.12376
687.054226;0.095605
687.249634;0.11905
687.445042;0.040634
687.640449;0.0030769
687.835857;0.079332
688.031265;0.044082
688.226673;0.13079
688.422081;0.22183
688.617489;0.0019417
688.812897;-0.013774
689.008305;0.11015
689.203713;0.1139
689.399121;0.19364
689.594529;0.090705
689.789936;0.046699
689.985344;0.21671
690.180752;0.10858
690.37616;0.12679
690.571568;0.065934
690.766976;0.079783
690.962384;0.088144
691.157792;0.0032362
691.3532;0.065909
691.548608;0.12003
691.744016;0.065102
691.939424;0.17584
692.134831;0.06603
692.330239;0.10026
692.525647;0.025052
692.721055;0.068202
692.916463;0.10751
693.111871;0.087985
693.307279;0.032889
693.502687;-0.060317
693.698095;0.0364
693.893503;-0.12647
694.088911;0.11577
694.284319;0.21764
694.479726;0.14545
694.675134;0.063095
694.870542;-0.013237
695.06595;0.0098765
695.261358;0.19017
695.456766;0.12658
695.652174;0.047157
695.847582;0.27551
696.04299;-0.027435
696.238398;0.059474
696.433806;-0.032335
696.629213;0.043333
696.824621;0.2984
697.020029;0.021802
697.215437;0.29167
697.410845;0.20502
697.606253;0.16066
697.801661;0.044715
697.997069;0.16888
698.192477;0.25364
698.387885;-0.23247
698.583293;0.01845
698.778701;0.2039
698.974108;-0.035889
699.169516;-0.27033
699.364924;0.10056
699.560332;0.068359
699.75574;-0.2
699.951148;0.019569
700.146556;-0.015686
700.341964;0.035785
700.537372;-0.061828
700.73278;-0.11202
700.928188;0.0097466
701.123596;-0.06
701.319003;-0.39186
701.514411;-0.082278
701.709819;0.028846
701.905227;0.041667
702.100635;-0.0055866
702.296043;0.10267
702.491451;0.24138
702.686859;-0.12927
702.882267;0.11702
703.077675;0.42083
703.273083;0.092308
703.46849;0.058943
703.663898;0.1639
703.859306;-0.16418
704.054714;0.23219
704.250122;-0.12626
704.44553;0.27557
704.640938;0.032338
704.836346;0.040964
705.031754;-0.18043
705.227162;-0.45635
705.42257;-0.013423
705.617978;0.12662
705.813385;-0.0065076
706.008793;-0.011561
706.204201;-0.33953
706.399609;0.20833
706.595017;-10.237
706.790425;-0.098802
706.985833;0.0096774
707.181241;0.0026247
707.376649;0.004717
707.572057;-0.010676
707.767465;-0.080808
707.962872;0.087227
708.15828;-0.15299
708.353688;0.45501
708.549096;-0.18876
708.744504;-0.2449
708.939912;-0.41622
709.13532;-0.25697
709.330728;-0.10036
709.526136;-0.46667
709.721544;-0.61582
709.916952;-11.111
710.11236;-0.24155
710.307767;0.027778
710.503175;-10.154
710.698583;0.42933
710.893991;-0.59477
711.089399;-0.11336
711.284807;-0.51299
711.480215;0.071895
711.675623;0.10687
711.871031;-0.23105
712.066439;0.093525
712.261847;-0.69748
712.457255;-0.21053
712.652662;-0.085714
712.84807;-0.70556
713.043478;-0.42857
713.238886;-12.532
713.434294;0.10194
713.629702;-0.61261
713.82511;0.55043
714.020518;-0.29921
714.215926;-0.033613
714.411334;-0.26943
714.606742;0.15888
714.802149;0.23457
714.997557;-0.64286
715.192965;0.57491
715.388373;0.38356
715.583781;0.31385
715.779189;0.066148
715.974597;-0.12903
716.170005;-21.373
716.365413;-0.16605
716.560821;-0.2648
716.756229;0.57143
716.951637;0.079365
717.147044;-0.39252
717.342452;0.10625
717.53786;-0.21481
717.733268;-0.18396
717.928676;0.17031
718.124084;-0.96273
718.319492;-0.036145
718.5149;7
718.710308;0.26282
718.905716;0.070968
719.101124;-0.035461
719.296532;0.61702
719.491939;-10.267
719.687347;-0.80851
719.882755;-0.076142
720.078163;-0.60345
720.273571;-12.308
720.468979;-0.25
720.664387;-0.22018
720.859795;-0.017647
721.055203;0.061224
721.250611;0.34232
721.446019;-0.89583
721.641426;-0.07
721.836834;-0.017794
722.032242;0.44796
722.22765;0.062176
722.423058;-0.031847
722.618466;-0.37379
722.813874;-0.20805
723.009282;-0.088106
723.20469;-0.31455
723.400098;11.667
723.595506;0.19653
723.790914;-0.67742
723.986321;-0.13483
724.181729;0.1
724.377137;-19.535
724.572545;-35.636
724.767953;-0.51128
724.963361;-0.54348
725.158769;-0.66486
725.354177;0.23729
725.549585;-0.043062
725.744993;-0.84091
725.940401;-10.534
726.135809;-20.345
726.331216;0.90196
726.526624;-0.30964
726.722032;-0.45679
726.91744;-0.051282
727.112848;-0.32192
727.308256;-23.188
727.503664;0.045714
727.699072;0.2514
727.89448;0.32143
728.089888;0.45
728.285296;-0.016667
728.480703;-2
728.676111;-0.34199
728.871519;0.17755
729.066927;-0.28821
729.262335;-10.147
729.457743;0.021739
729.653151;0.023438
729.848559;-0.36585
730.043967;-0.17647
730.239375;-10.196
730.434783;-0.59538
730.630191;0.10101
730.825598;0.012931
731.021006;-0.37415
731.216414;0.36842
731.411822;-31.566
731.60723;-0.3319
731.802638;-0.44
731.998046;0.30872
732.193454;-0.72727
732.388862;-0.78912
732.58427;-95.333
732.779678;-0.11561
732.975085;-12.892
733.170493;-0.47328
733.365901;-0.098485
733.561309;-0.77236
733.756717;-0.80368
733.952125;-0.32287
734.147533;0.15226
734.342941;-0.46305
734.538349;-0.059406
734.733757;-0.65
734.929165;-11.276
735.124573;-2.402
735.31998;-0.097902
735.515388;-0.99259
735.710796;-0.44828
735.906204;-0.31884
736.101612;0.1405
736.29702;-0.056738
736.492428;0.20891
736.687836;0.11948
736.883244;-0.55063
737.078652;-0.2987
737.27406;-0.43598
737.469468;0.27817
737.664875;-0.67181
737.860283;-0.31694
738.055691;-11.009
738.251099;-0.12737
738.446507;0.11567
738.641915;-0.65064
738.837323;0.072235
739.032731;0.0087566
739.228139;-387
739.423547;-0.61966
739.618955;-0.23048
739.814362;-0.0076336
740.00977;0.0042105
740.205178;-0.12476
740.400586;-0.18956
740.595994;-0.10694
740.791402;-0.12931
740.98681;-0.066225
741.182218;0.13149
741.377626;-0.037304
741.573034;-0.11111
741.768442;-0.060606
741.96385;-0.083045
742.159257;-0.15284
742.354665;-0.054632
742.550073;0.064935
742.745481;0.12568
742.940889;0.10316
743.136297;0.033688
743.331705;0.075218
743.527113;0.017058
743.722521;-0.11907
743.917929;0.063728
744.113337;-0.096939
744.308745;-0.011725
744.504152;-0.039084
744.69956;-0.025981
744.894968;-0.038208
745.090376;0.059878
745.285784;0.062798
745.481192;0
745.6766;0.042795
745.872008;-0.014697
746.067416;0.068086
746.262824;0.028453
746.458232;0.0066411
746.653639;0.030055
746.849047;0.025154
747.044455;0.044346
747.239863;0.041909
747.435271;0.030848
747.630679;0.041437
747.826087;0.045876
748.021495;0.040871
748.216903;0.067239
748.412311;0.048431
748.607719;0.061738
748.803127;0.045761
748.998534;0.052257
749.193942;0.064016
749.38935;0.047734
749.584758;0.053376
749.780166;0.069378
749.975574;0.065005
750.170982;0.070968
750.36639;0.061066
750.561798;0.058733
750.757206;0.054166
750.952614;0.07178
751.148021;0.064353
751.343429;0.063637
751.538837;0.062438
751.734245;0.083709
751.929653;0.081144
752.125061;0.07858
752.320469;0.082584
752.515877;0.074048
752.711285;0.080152
752.906693;0.073289
753.102101;0.074432
753.297509;0.073655
753.492916;0.082961
753.688324;0.081575
753.883732;0.081244
754.07914;0.085605
754.274548;0.09207
754.469956;0.077251
754.665364;0.075694
754.860772;0.082071
755.05618;0.087521
755.251588;0.086659
755.446996;0.094578
755.642404;0.0831
755.837811;0.073293
756.033219;0.078917
756.228627;0.087355
756.424035;0.088727
756.619443;0.091804
756.814851;0.094434
757.010259;0.093255
757.205667;0.080717
757.401075;0.091897
757.596483;0.097767
757.791891;0.084975
757.987298;0.085314
758.182706;0.096596
758.378114;0.094161
758.573522;0.10718
758.76893;0.093142
758.964338;0.11019
759.159746;0.098491
759.355154;0.093384
759.550562;0.096578
759.74597;0.10221
759.941378;0.08714
760.136786;0.090087
760.332193;0.10309
760.527601;0.1004
760.723009;0.096015
760.918417;0.09207
761.113825;0.10811
761.309233;0.099955
761.504641;0.10261
761.700049;0.11056
761.895457;0.10649
762.090865;0.10764
762.286273;0.10955
762.481681;0.10938
762.677088;107
762.872496;0.12039
763.067904;0.10919
763.263312;0.11373
763.45872;0.11996
763.654128;0.12361
763.849536;0.10745
764.044944;0.12568
764.240352;0.11314
764.43576;0.10601
764.631168;0.13045
764.826575;0.12399
765.021983;0.12222
765.217391;0.11235
765.412799;0.11749
765.608207;0.11659
765.803615;0.1164
765.999023;0.12143
766.194431;0.11791
766.389839;0.12661
766.585247;0.11244
766.780655;0.12374
766.976063;0.11331
767.17147;0.11761
767.366878;0.13081
767.562286;0.13148
767.757694;0.12606
767.953102;0.12917
768.14851;0.13015
768.343918;0.1184
768.539326;0.10489
768.734734;0.1233
768.930142;0.11632
769.12555;0.12824
769.320957;0.1159
769.516365;112
769.711773;0.11633
769.907181;0.13167
770.102589;0.11481
770.297997;0.12214
770.493405;0.11572
770.688813;0.12066
770.884221;0.12239
771.079629;0.12448
771.275037;0.12774
771.470445;0.12838
771.665852;0.12939
771.86126;0.11874
772.056668;0.14189
772.252076;0.12843
772.447484;0.12156
772.642892;0.14381
772.8383;0.13418
773.033708;0.13783
773.229116;0.13462
773.424524;0.14095
773.619932;0.14007
773.81534;0.13408
774.010747;0.13239
774.206155;0.13862
774.401563;0.14356
774.596971;0.15226
774.792379;0.15764
774.987787;0.13492
775.183195;0.13766
775.378603;0.13769
775.574011;0.14797
775.769419;0.13331
775.964827;0.13822
776.160234;0.14807
776.355642;0.14034
776.55105;0.13306
776.746458;0.13921
776.941866;0.14329
777.137274;0.13347
777.332682;0.14109
777.52809;0.14444
777.723498;0.15078
777.918906;0.13712
778.114314;0.15975
778.309722;0.12932
778.505129;0.12752
778.700537;0.14737
778.895945;0.13684
779.091353;0.14496
779.286761;0.1363
779.482169;0.14461
779.677577;0.13783
779.872985;0.14016
780.068393;0.13294
780.263801;0.12792
780.459209;0.13702
780.654617;0.15255
780.850024;0.12549
781.045432;0.13975
781.24084;0.13309
781.436248;0.1266
781.631656;0.1336
781.827064;0.1285
782.022472;0.11822
782.21788;0.12685
782.413288;0.12451
782.608696;0.12364
782.804104;0.1223
782.999511;0.14276
783.194919;0.13653
783.390327;0.12667
783.585735;0.13501
783.781143;0.13891
783.976551;0.12162
784.171959;0.13134
784.367367;0.12449
784.562775;0.12892
784.758183;0.13868
784.953591;0.14246
785.148999;0.13418
785.344406;0.13233
785.539814;0.13337
785.735222;0.13524
785.93063;0.13324
786.126038;0.13499
786.321446;0.13048
786.516854;0.13389
786.712262;0.11869
786.90767;0.1285
787.103078;0.11227
787.298486;0.12635
787.493894;0.12432
787.689301;0.13075
787.884709;0.1286
788.080117;0.1216
788.275525;0.10692
788.470933;0.12337
788.666341;0.11271
788.861749;0.11709
789.057157;0.11711
789.252565;0.10903
789.447973;0.11425
789.643381;0.1241
789.838788;0.12325
790.034196;0.12173
790.229604;0.11192
790.425012;0.11464
790.62042;0.1188
790.815828;0.10838
791.011236;0.11993
791.206644;0.12606
791.402052;0.11463
791.59746;0.12083
791.792868;122
791.988276;0.11794
792.183683;0.11764
792.379091;0.1158
792.574499;0.12107
792.769907;0.10915
792.965315;0.1147
793.160723;0.10455
793.356131;0.10814
793.551539;0.10051
793.746947;0.095734
793.942355;0.09922
794.137763;0.10616
794.33317;0.10985
794.528578;0.084248
794.723986;0.1016
794.919394;0.094808
795.114802;0.092975
795.31021;0.096893
795.505618;0.096485
795.701026;0.10072
795.896434;0.1069
796.091842;0.095718
796.28725;0.08918
796.482658;0.084087
796.678065;0.10216
796.873473;0.084268
797.068881;0.078811
797.264289;0.084597
797.459697;0.094593
797.655105;0.086916
797.850513;0.087232
798.045921;0.082883
798.241329;0.092845
798.436737;0.086611
798.632145;0.086111
798.827553;0.096575
799.02296;0.099811
799.218368;0.094666
799.413776;0.094603
799.609184;0.095304
799.804592;0.082988
800;0.090664